word	meaning
prophet	(n.) 先知、預言家
proportion	n.比例，部分
prosecution	n.實行,經營,起訴
prospect	n.展望，預期發生的事
province	n.省,州
provision	n.規定;條款;糧食;預防;v.供以...食物
provoke	vt.激怒, 挑撥, 煽動, 惹起, 驅使
pulse	n.脈動;意向 v. 使跳動
purchase	v. n. 購買/購買品
pyramid	n. 金字塔；錐體
qualify	v.使具有資格
quest	n.尋求
questionnaire	n.調查表,問卷,調查表
quiver	n.顫抖 v.顫抖
quota	n.(商品)配額,定額,限額
racism	n.種族歧視
rack	n.架子 v.折磨，使痛苦
radiation	n.輻射；發光；發熱
radical	n.激進分子 (a.)激進的
ragged	(a.)衣衫襤褸的,參差的,不協調的,粗糙的,刺耳的
raid	n.襲擊,突襲,搜捕(vt.)(vi.)奇襲,搜捕
rail	n.欄杆
rally	v.召集，集會 n.召集；集會
ranch	n.大農場(vi.)(vt.)經營牧場
random	adj. 隨機的；任意的
ratio	n.比率；比例
rational	adj.合理的.理性的
rattle	v.煩擾；使慌亂；使緊張；發出嘎嘎聲
realism	n.寫實主義,現實,實在論
realm	n.領域
rear	n.後面,背後,後方(a.)後面的,背面的,後方的
reassure	(vt.)使...安心,再保証
rebellion	n.謀反, 叛亂, 反抗, 不服從
recession	n. 經濟蕭條;後退;凹處
recipient	(a.)領受的,容易接受的 n. 收件人
recite	v. 背誦
recommend	v.推薦；建議
recommendation	n.推薦；推薦信；建議
recruit	n.新兵,新分子,新會員,補給品(vt.)招募
refuge	n.避難；避難所；庇護 v.庇護；避難
regardless	(a.)不留心的,不注意的;不管,不顧(ad.)無論如何,不管怎樣
regime	n. 政體, 政權制度, 政權
rehearsal	n.排演，練習
reinforce	v. 加強；強化
reminder	n.起提醒作用的東西
removal	n.移除；消除
render	v使得、使成為、付給
rental	n.出租,租金
repay	v. 償還；報答；回報
republican	n.共和主義者
resemblance	n.相似
reservoir	n.蓄水池;水庫
residence	n.住所,住宅
resident	n.居民 (a.)居留的,定居的
residential	(a.)住宅的,與居住有關的
resort	(v) 求助；憑借 (n) 避暑(寒)地
respondent	n.回覆者，回答者
resume	(n) 履歷表 (v) 恢復；繼續
retail	n.零售(a.)零售的(vt.)零售,轉述(vi.)零售
revenue	n.收益;稅收
reverse	n.相反 (a.)反面的,相反的,反向的,顛倒的(vt.)顛倒,逆轉
rhetoric	n.修辭,修辭學,華麗虛飾的語言
rib	n.肋骨,肋狀物
ridge	n.山脊
ridiculous	(a.)可笑的,荒謬的
rifle	n.步槍(vt.)用步槍射擊,搶奪
rigid	(a.)剛硬的,堅硬的;僵硬的,刻板的,嚴厲的
rim	n.邊,輪緣,框(vt.)鑲邊,為...裝邊
riot	n.暴動,喧鬧,奔放(vi.)參加暴動,縱情
rip	n.裂痕,破綻 (vi.)拉開,劃開,猛沖(vt.)撕,扯,劈
risky	(a.)危險的,有風險的
ritual	n.儀式,典禮,宗教儀式(a.)儀式的,依儀式而行的
rival	n.競爭者,對手(vt.)競爭,對抗(a.)競爭的,對抗的
rod	n.棍子,棍棒,杆子,釣竿,教鞭,鞭子
sacred	(adj)神聖的、莊嚴的
saddle	n.馬鞍 vt.裝上馬鞍
saint	n.聖人
salmon	n. 鮭魚
salon	n.美容院, 會客室, 沙龍
sandal	n. 涼鞋
scan	v.掃描；粗略地看 n.掃描
scandal n.	n.醜聞；惡意誹謗
scar	n.傷疤 v.使留下傷疤
scenario	n.情節
scent	n.香味，氣味
scheme	n.方案,計劃,詭計,陰謀(vt.)(vi.)計劃,設計,圖謀,策劃
scope	n. 範圍
scramble	(v)爬行、攀爬
scrap	n.碎片,殘餘物(vt.)扔棄,敲碎
script	n.劇本，腳本
sector	n 部門;領域
segment	n.片段,部分,分節(vt.)(vi.)分割,分裂
seminar	n.研討會，講座
senator	n.參議員, (大學的)評議員, (古羅馬的)元老院議員
sensation	n.轟動，感覺
sensitivity	n.敏感,多愁善感,感受性
sensor	n.感應器；感知器
sentiment	n. 情緒；意見、觀點
sentimental	(a.)感傷性的,感情脆弱的
sequence	n.順序;一連串
series	n.系列
server	n.伺服器
session	n. [C] （從事某項活動的）一段時間
setting	n.環境；背景
shareholder	n股東, 持股人
shatter	vt.vi.破滅，使粉碎，打碎
shed	vt.脱落；流出 n.棚屋
sheer	adj.全然的；純粹的(=complete, pure)陡峭的(=steep)
sheriff	n.警長，縣治安官
shield	n.盾,防衛物(vt.)保護,遮蔽(vi.)起保護作用
shiver	v.顫抖, 打碎, 碎裂 n.(無法控制的)顫抖, 碎片
shortage	n.缺乏,不足
shove	v.推擠；撞；亂塞；亂放 n.推；擠
shrug	n.聳肩(vt.)(vi.)聳肩
shuttle	n. 太空梭；接駁車 v. 接駁
sibling	n. 兄弟或姊妹
siege	n.圍攻
skeleton	n.骨骼,瘦如柴的人,梗概,骨幹,脈絡
skull	n.頭蓋骨,頭腦,腦殼
slam	n.砰然聲,猛然,滿貫 (vi.)砰地關上,猛攻
slap	n.摑,侮辱,拍擊聲(vt.)(vi.)拍擊,侮辱(ad.)正面地,直接地,突然地
slavery	n.奴隸制度
slot	n.投幣孔;時段;狹縫 v.放於狹槽中
smash	n. 破碎，破碎聲(vt.) 使摧毀，使粉碎
smog	n.煙霧(= smoke and fog)[U]
snatch	n.搶奪,攫取,片段(vt.)奪取,攫取(vi.)想搶走,攫取
sneak	n. 告密的學生 v. 偷溜；偷偷做...
sniff	n.v. 嗅;聞;吸氣聲
soak	n.浸,濕透(vt.)使上下濕透,浸,吸入,吸收,浸出(vi.)浸泡,滲透
soar	vi.急升;飛漲;翱翔
sob	v.n.嗚咽，啜泣，抽噎
sober	(adj.) 嚴肅的，冷靜的
soften	(vt.)(vi.)(使)變柔軟,(使)變柔和
sole	n.腳掌,鞋底,底部(a.)唯一的,僅有的,單獨的,獨身的v.給(鞋等)裝底(或換底)
solo	adj. adv. 獨自的（地），單獨的（地），單人的（地）n. 獨奏；獨唱
sophisticated	(a.)老練的,老於世故的;復雜的,尖端的
sophomore	n.大學二年級生
souvenir	n.紀念品；紀念物；伴手禮
sovereignty	n.主權,統治權,獨立國
sow	v.播種; 散佈; 傳播
spacious	adj.(空間)寬敞的
sparkle	(n) 閃爍 /(v) 冒出火花 / 閃光
specialist	n.專家
specialize	v.專攻
specialty	n.專長;特製品, 特產, 名產
specify	v.具體指出,詳細說明
specimen	n.樣品,標本,試料
spectacular	adj.壯觀的.令人驚嘆的
spectator	n. 觀眾
spectrum	(n.) 光譜、範圍
speculate	(vi.)深思,推測,投機
sphere	n.球體;領域
spicy	a. 辣的.有加香料的
spine	n.脊椎骨
sponge	n.海綿,海綿狀的東西(vt.)用海綿擦拭,吸收掉,抹掉(vi.)海綿般吸收
sponsor	(v.)贊助(n.)贊助者
sponsorship	n.贊助，資助
spouse	n.配偶
squad	n.小隊
squash	n.壓碎的東西(vt.)壓扁,鎮壓,壓制(vi.)被壓扁,發濺潑聲
squat	n.蹲,矮胖子(a.)蹲著的,矮胖胖的(vi.)蹲下,坐,蹲伏(vt.)使蹲下,霸佔
stability	n.穩定性；穩固；安定
stack	堆積堆疊,大量(vt.)堆積,堆滿
stain	n.污染,汙點,著色劑(vt.)沾染,染汙,著色(vi.)變臟
stake	v. 撐起；賭注 n. 樁；利害關係；賭金
stall	v.使停止，使延遲 n.攤位
stance	(n)立場、站姿
startle	v使...吃驚、使驚愕、驚嚇
statistical	adj.統計的,統計學的
steer	v.引導,駕駛,航行,籌劃
stereotype	n.陳腔濫調,老套(vt.)套用老套,使一成不變
stew	v.燉, 燜, 受悶熱 ; n.燉肉(或菜), 悶熱, 擁擠
stimulate	v. 刺激
stimulus	(n)刺激、刺激物
stink	n.臭味,臭氣,張揚(vi.)發臭味,名聲臭
stock	n.庫存、股票 v.儲存
storage	n.儲存,儲藏,儲備/儲藏室
straighten	(vt.)弄直,使正確,整頓,清理,使改正
straightforward	(a.)筆直的,率直的,直接的
strain	n.扭傷 v. 使緊張;使承受壓力;拉傷;竭盡全力地使用...
strand	繩索之一股,繩,串(vi.)擱淺(vt.)使擱淺,使落後,使陷於困境,弄斷
strap	n.帶,皮帶(vt.)用皮帶捆紮
strategic	(a.)戰略的,戰略上的
striking	(a.)醒目的,驚人的,打擊的,罷工的
structural	(adj.) 結構的，架構的
stumble	n.絆倒,失策(vt.)使絆倒,使困惑(vi.)絆倒,失足,失策,犯錯,蹣跚,躊躇
sturdy	(a.)強健的,健全的
submit	(vt.)使服從,使受到,委託,提出,認為(vi.)屈服,服從
subsequent	(a.)隨後的,後來的
subsidy	n.補助金,津貼
substantial	adj 重大的, 大量的, 實質的
substitute	n.代替人 vt.用...代替
subtle	adj.細微的；不易察覺的
suburban	adj.郊區的
successor	n.繼承人;接班人(= heir)
suite	n. 套房
superb	adj.出色的、最好的
superstition	n.迷信
supervise	(vt.)(vi.)監督,管理,指導
supervision	n.監督，管理
supervisor	n.監督者,管理人,指導者
supposedly	adv.據推測
supreme	(adj.) 最高的、至上的
surplus	adj. 過剩的，多餘的
surveillance	(n)監視，監督，管制
suspend	(vt.)懸,吊,使懸浮,暫停,中止,推遲(vi.)暫停,中止,懸浮,宣佈破產
sustain	vt. 維持(生命)；遭受(損害、損失)
sustainable adj.	adj.永續的；可持續的
swap	n.以貨易貨(vt.)(vi.)交換,替換,交易
symbolic	adj.象徵性的,象徵的
symptom	(n.) 症狀、徵兆
syndrome	n.併發症
tackle	v.處理
tactic(s)	n.策略、戰術
tangle	n.纏結,糾纏,困惑,糾紛,混亂(vt.)使纏結,使糾纏(vi.)纏結,被糾纏
tempt	v.引誘；誘惑；吸引
temptation	n.誘惑；誘惑物
terminal	(a.)末端的,終點的 n.航廈
terrify	v.使害怕
testify	(vt.)(vi.)証明,作証,聲明,表明
texture	v.使...形成紋理n.質地；組織
theft	n.盜竊,盜竊罪,贓物
theology	n.神學
theoretical	(adj.) 理論的；假設的
therapist	n.臨床醫學家,治療師
therapy	n.療法
thereby	(adv.)因此
thesis	n.論文
thigh	n.大腿,股
threshold	n.門檻,入口,開端
thrill	n.震顫,激動,刺激性,一陣激動(vi.)震顫,抖顫,激動(vt.)使激動,使顫動
thriller	n.恐怖小說(或電影等)；驚悚片
thrive	(vi.)繁榮,興旺,茁壯成長
throne	n.王位;王座
thrust	n.插,戳,刺,猛推,口頭攻擊,推力(vt.)插入,猛推,刺,戳,突然提出,強加
tick	(vi.) 滴答作響劃勾 n.滴答聲
tile	n.瓷磚,瓦片(vt.)鋪以瓦,鋪以瓷磚
tin	(v.)把......裝罐 (n.)罐頭；錫
toll	n.長途電話費；通行稅；傷亡；損失；破壞 (death toll 傷亡人數)
torch	v.點燃 n.火把
torment	(vt.) 折磨，使痛苦 (n.)折磨，痛苦
tournament	n.比賽,競賽,錦標賽
toxic	(a.)有毒的,中毒的
trait	n.特徵, 特點, 特性
traitor	n.叛徒;賣國賊;背叛者
transaction	n.交易; 買賣; 辦理
transformation	n.轉變
transit	n.通過；改變；運輸 v.過境;運送;運輸
transition	n.轉變,轉換,過渡時期,變調
transmission	n.傳送,傳播;傳動;遺傳,傳染
transparent	adj.透明的;清澈的;顯而易見的
trauma	n.精神創傷,心理創傷/外傷
treaty	n.條約,協議,協商,談判
tribute	n.貢物,禮物,感謝辭
trigger	n.觸發器,板機(vt.)觸發,發射,引起
trim	n.整齊,裝飾,修剪(a.)整齊的(vt.)整理,修剪,裝飾
triple	a.三倍的 v.使成為三倍 n.三倍
trivial	(a.)瑣細的,日常的,輕微的,平常的
trophy	(n.)戰利品;獎品;獎盃
tuition	n.學費(不可數)
tumor	n.腫瘤
tuna	n.鮪魚
ultimate	n.終極,根本,頂點,基本原理(a.)終極的,根本的,極限的,最遠的,最後的,最大的
uncover v.	v.揭開...的蓋子;揭露;發現
undergo	vt.經歷;接受(治療、訓練)
undergraduate	n.大學生 a.大學部的
underline	v.畫底線; 強調; n.底線
undermine	(v)破壞（地基）；削弱（信心）
undertake	v.承擔；從事；保證；答應
undo	v.解開;脫去(衣服等);取消
undoubtedly	(ad.)無疑,必定
unemployment	n.失業;失業狀態
unfold	v.展開;呈現
unlock	(v.)解除鎖定,開啟,顯露,放開(vi.)開著,解開
unprecedented	adj. 前所未有的，無前例的,空前的
update	n.更新，最新消息 v.更新，使成為最新
upgrade	n.升級、改良 v.使升級、改進
utility	n.(電、煤氣、鐵路等)公共設施,公共事業/實用性
utilize	v. 利用，使用
vacuum	vt.吸塵 n.真空，吸塵器
vague	(a.)含糊的,不清楚的,茫然的
valid	(a.)有確實根據的,有效的,正當的,正確的
variable	n.變量,變數,可變物(a.)易變的;可變的;變量的;變異的
variation	n.變化; 變體; 差異
vein	n.靜脈,葉脈,態度,紋理
vendor	n.小販,賣主,自動售貨機
venture	n.冒險,冒險行動;冒險事業(vt.)冒...的危險;敢於(vi.)冒險,敢於
venue	n.會場；舉辦地點
verbal	adj./n. 口頭的
verdict	(n)判決、決定
version	(n.)版本；說法；譯本
versus	(prep.)(常略作v.或vs.)與...相對
vertical	(a.)垂直的,豎的垂線(n.)垂直線
veteran	n.老手,退伍軍人,老兵,老樹(a.)老兵的,老練的,經驗豐富的
via	prep.經由
viable	adj.可行的、能活下去的
vicious	(a.)邪惡的,墮落的,品性不端的,惡毒的,惡性的,有錯誤的
viewer	n.觀眾
viewpoint	n.觀點,看法,見解;視角
vinegar	n.醋,尖酸味(vt.)加醋於,使酸溜溜
virtual	n.虛擬(a.)虛的,實質的,有效的,事實上的,幾乎的
visa	n.簽證
vocal	adj./n. (關於)聲音的
volcano	n. [C] 火山
vomit	n.嘔吐, 嘔吐物, 催吐劑 ; vi.嘔吐, 大量噴出 ; vt.吐出, 嘔吐
voucher	n.折價券,現金卷,票券
vow	n.誓約,誓言,許願(vi.)起誓,發誓,承認(vt.)立誓,起誓要,公開宣佈
vulnerable	adj.易受攻擊的, 易受...的攻擊
warehouse	n.倉庫,貨棧,大商店(vt.)儲入倉庫
warrior	n.戰士(=fighter)
wary	(a.)小心的,當心的,留心的,謹慎的
weird	(a.)怪異的,超自然的,不可思議的
whatsoever	adv.不管什麼(語氣比whatever強)
wheelchair	n.輪椅
whereabouts	n.行蹤,下落,所在 adv.在哪裡
whereas	conj. 然而
whine	v.n. 抱怨；發牢騷
widespread	(a.)廣布的,普及的,流傳寬廣的
wig	n.假髮
wilderness	n.荒野
wildlife	n.野生生物
windshield	n.(汽車)擋風玻璃
wither	(vt.)使凋謝,使消亡,使畏縮(vi.)枯萎,衰退
witty	(a.)富於機智的,詼諧的
workshop	(n.) 工作坊；研討會
worship	(v/n) 崇拜，敬仰
worthwhile	(a.)值得花時間的,值得做的,相宜的
worthy	(a.)有價值的,可敬的,值得的,相稱的
yacht	n.遊艇(vi.)駕遊艇,乘遊艇
yield	n.生產量,投資收益(vt.)生產,給予,同意,被迫放棄,放縱(vi.)出產,屈服,投降
