word	meaning
overlook	vt.vi.眺望，俯瞰；看漏，忽略
overnight	a.adv.整夜；一夜間，突然
overtake	vt.vi.追上；趕上；超車
overthrow	vt.vi.打倒；推翻
oxygen	n.【化】氧；氧氣[U]
pace	n.一步； 步速；速度 vi.踱步，慢慢地走
panel	n.嵌(鑲)板；【機】控制板；專門小組
parachute	n.降落傘
paragraph	n.(文章的)段，節
partial	a.部分的，局部的；不公平的，偏袒的
participation	n.參加，參與
participle	n.【文】分詞[C]
partnership	n.合夥(或合作)關係[U]
passive	a.被動的；消極的
pasta	n.麵糰；義大利麵(包括通心粉，細麵條等)
pebble	n.小卵石[C]
peculiar	a.奇怪的；乖癖的
pedal	n.踏板；腳蹬
peer	n.(地位，能力等)同等的人；同輩
penalty	n.處罰；刑罰[U][C][(+for)]
percent	n.百分之一[C]；百分率(per cent)
percentage	n.比例；部分
perfection	n.完美
perfume	n.香水；香料
permanent	a.永久的，永恆的 n.燙髮
persuasion	n.說服，勸說[U]
persuasive	a.勸說的；有說服力的
petal	n.花瓣
phenomenon	n.現象[C]
philosopher	n.哲學家
philosophical	"a.哲學的,冷靜的,哲學上的"
philosophy	n.哲學[U]；人生觀；主義[U][C]
photography	n.攝影術[U]
physical	a.身體的，肉體的；物理(學)的
physician	n.醫師；內科醫生 (doctor)
physicist	n.物理學家
physics	n.物理學
pianist	n.鋼琴家；鋼琴演奏者
pickpocket	n.扒手
pioneer	n.拓荒者；先驅者
pirate	n.海盜；劫掠者；剽竊者；盜版者
plentiful	a.豐富的，充足的
plot	n.陰謀；祕密計畫；(小說，戲劇等的)情節
plural	n.複數[U] a.【文】複數的
poisonous	a.有毒的；有害的
polish	vt.vi.磨光，擦亮 n.磨光粉；擦亮劑
pollution	n.汙染
popularity	n.普及；大眾化；聲望
portable	a.手提式的；輕便的
porter	n.(車站，機場等的)搬運工人，腳夫
portray	vt.畫(人物，風景等)；(用語言)描寫
possess	vt.擁有，持有；具有；佔有
possession	n.擁有；佔有[U]；所有物；財產
precise	a.精準的；確切的；恰好的
predict	vt.vi.預言；預料；預報
preferable	a.更好的，更合意的[(+to)]
pregnancy	n.懷孕
pregnant	a.懷孕的，懷胎的
preposition	n.【文】介系詞，前置詞
presentation	n.贈送；顯示；演出
preservation	n.保護；保存；防腐
preserve	vt.vi.保存，保藏；維護
prevention	n.預防，防止[U]
prime	a.最初的；原始的；主要的；首位的
primitive	a.原始的；遠古的
privacy	n.私下；私事；私生活；隱私[U]
privilege	n.特權；優特
procedure	n.程序；手續；步驟
proceed	vt.vi.繼續進行；開始，著手
production	n.生產；製作[U]
productive	a.生產的；多產的；肥沃的
Professional	n.職業選手；專家，內行
professor	n.教授
profitable	a.有利的，贏利的；有益的
prominent	a.突出的；顯著的；卓越的
promising	a.有希望的，有前途的
promotion	n.晉級；發揚；提倡；促銷[U]
prompt1	a. 敏捷的，及時的，迅速的
prompt2	vt.. 促使；激勵；慫恿
pronoun	n.【文】代名詞
pronunciation	n.發音；發音法
prosper	vi.vt.(使)繁榮，(使)昌盛；(使)成功
prosperity	n.興旺，繁榮，昌盛，成功[U]
prosperous	a.興旺的，繁榮的，昌盛的
protein	n.蛋白質
protest	vi.抗議，反對 [ˋprot?st] n.
proverb	n.諺語，俗語
psychological	a.心理學的
psychologist	n.心理學家
psychology	n.心理學[U]
publication	n.出版；發行[U]；
publicity	n.(公眾的)注意，名聲；宣傳
publish	vt.vi.出版；發行
publisher	n.出版(或發行)者
pursuit	n.追蹤，追擊；追求，尋求[U][(+of)]
quake	n.vi.顫抖，哆嗦；震動
quilt	n.被(子)；被褥
quotation	n.引用，引證[U]；引文；語錄[C]
rage	n.(一陣)狂怒，盛怒 vi.發怒，怒斥
rainfall	n.降雨，下雨
realistic	a.現實的，注重實際的；現實主義的
rebel	vi造反；反叛
recall	n.vt.vi.回想，回憶
reception	n.接收；接待；歡迎；接待會
recipe	n.食譜
recite	vt.vi.背誦；朗誦
recognition	n.認出，識別；認可[U]
recovery	n.重獲；恢復，復甦
recreation	n.消遣；娛樂
recycle	vt.使再循環；再利用
reduction	n.減少；削減；【數】簡化
refer	vt.把...歸因於；將...提交 [(+to)]
reference	n.提及；提交；參考
reflect	vt.vi.反射；思考，反省
reflection	n.反射；回響；深思，熟慮
reform	n.vt.改革，革新
refresh	vt.vi.(使)清新；消除(...)疲勞
refugee	n.難民；流亡者
refusal	n.拒絕[U][C][+to-v]
regarding	prep.關於；就...而論
register	n.vt.vi.登記，註冊
registration	n.登記，註冊，掛號[U]
regulate	vt.vi.管理；控制；校準；調節
regulation	n.規章；規則[C]；管理；調整
rejection	n.拒絕；退回；【醫】排斥[U]
relativ?	n.親戚，親屬；【文】關係詞
relativ?	a.相對的，比較的；
relaxation	n.鬆弛，放鬆[U]
relieve	vt.vi.緩和，減輕；解除
reluctant	a.不情願的；勉強的
remark	vi.n.談到；評論；說；注意；察覺
remarkable	a.值得注意的；非凡卓越的
remedy	n.治療；治療法；藥物
repetition	n.重複；反覆
representation	n.代表；代表權[U]；
reputation	n.名譽，名聲
rescue	n.vt.援救；營救
research	n.vi.vt.(學術)研究；調查，探究
researcher	n.研究員；調查者
resemble	vt.像，類似
reservation	n.保留(意見)；(公共)專用地；自然保護區；預訂；預訂的房間(或席座)
resign	vt.vi.放棄，辭職
resignation	n.辭職；放棄；辭呈[C]
resistance	n.抵抗，反抗，抵抗力；電阻
resolution	n.決心；決定[C][+to-v]；
resolve	vt.vi.決心，決定；解決;解答；議決
respectable	a.值得尊敬的
respectful	a.恭敬的；尊敬人的
restore	vt.vi.恢復；使復原；修復，整修
revenge	vt.替...報仇[(+on/upon)]
revise	vt.vi.修訂；校訂
revision	n.修訂；修訂本，訂正版[C]
revolution	n.革命；(天體的)運行，公轉
revolutionary	a.革命的
reward	n.vt.報答；報償；獎賞
rhyme	n.韻，韻腳 vi.押韻
rhythm	n.節奏；韻律[U]；節拍[C]
romance	n.愛情小說；浪漫情調[U]
roughly	adv.粗糙地；粗略地；大體上；大約
route	n.路；路線；航線[C]
ruin	n.毀滅；崩潰；毀壞[U]；廢墟；遺跡[C]
rural	a.農村的；田園的
sacrifice	n.(供神的)牲禮，祭品；犧牲
salary	n.薪資，薪水
salesperson	n.店員，售貨員(salesman)
saleswoman	n.女店員；售貨員
satellite	n.衛星；人造衛星
satisfaction	n.滿意，滿足
scarcely	adv.幾乎不，幾乎沒有
scenery	n.風景，景色 [U]
scold	vt.vi.n.罵，責罵
scratch	n.vt.vi.抓；搔；擦；刮
screwdriver	n.螺絲起子
sculpture	n.雕塑品；雕像[C]；雕刻術[U]
seagull	n.海鷗(gull)
senior	a.年長的，前輩的；四年級生的
settler	n.移居者；殖民者；(糾紛等的)解決者
severe	a. 嚴重的；劇烈的；嚴厲的；嚴肅的
shameful	a.可恥的，丟臉的
shaver	n.理髮師；刮鬍鬚的用具
shelter	n.遮蓋物；躲避處；避難所
shift	vt.vi.轉移；移動；變(速)，換(檔)
shortsighted	a.近視的；目光短淺的
shrug	n.vi.vt.(表示疑惑，蔑視，無奈等)聳肩
shuttle	n.(紡織機的)梭子；接駁車；太空梭；羽毛球
sightseeing	n.觀光，遊覽[U]
signature	n.簽名，簽署；(人物)識別標誌
significance	n.重要性，重要[U]
sincerity	n.真實；誠心誠意
singular	a.【文】單數的 n.【文】單數(形)
site	n.地點，場所；【電腦】網點
sketch	n.vt.vi.速寫，素描
sledge	n.雪橇 vi.乘雪橇 vt.用雪橇運送(=sled)
sleigh	n.雪橇 vi.乘雪橇 vt.用雪橇運送(=sled)
slight	a.輕微的；微小的；少量的
slogan	n.口號，標語
smog	n.煙霧(= smoke and fog)[U]
sneeze	vi.打噴嚏 n.噴嚏(聲)[C]
sob	vi.vt.n.嗚咽；啜泣
socket	n.托座，承口；【電】插座；插口
software	n.【電腦】軟體 [U]
solar	a.太陽的；日光的
sophomore	n.(大學，高中的)二年級學生
sorrowful	a.悲傷的，傷心的
souvenir	n.紀念品，紀念物
spare	vt.分出，騰出(時間，人手)；節約
spark	n.火花，火星 vt.發動；點燃
sparkle	n.火花；閃耀，閃光
sparrow	n.麻雀
spear	n.矛；魚叉
species	n.種類；【生】物種
spicy	a.加有香料的；香的；辛辣的
spiritual	a.精神(上)的，心靈的
splendid	a.有光彩的；燦爛的；極好的
split	vt.vi.劈開；切開
sportsman	n.喜好運動的人；運動員
sportsmanship	n.運動員精神
status	n.地位，身分；情形，狀況
stem	n.莖，(樹)幹，(葉)柄
stingy	a.吝嗇的，小氣的
strengthen	vt.vi.加強；增強；鞏固
strive	vi.努力，苦幹，奮鬥
stroke	n.打，擊，敲；(病)突然發作；
stroke	vt.n.(用手)撫，摸，捋
submarine	n.潛水艇 a.海底的
suggestion	n.建議，提議；暗示
summarize	vt.vi.總結，概述
surf	vt.vi.衝浪；快速瀏覽
surgeon	n.外科醫生
surgery	n.外科，(外科)手術[U]；手術室
surrender	vi.vt.n.投降，自首
surroundings	n.環境；周圍的事物
suspicious	a.猜疑的，可疑的
sway	vt.vi.n.搖動，搖擺
syllable	n.音節[C]
sympathetic	a.同情的；有同情心的
sympathy	n.同情，同情心
symphony	n.交響樂，交響曲
syrup	n.糖漿；果汁
systematic	a.有系統的；有條理的
tap	n.龍頭(酒桶等的)塞子，栓子；竊聽器
tap	n.vt.vi.輕拍，輕叩，輕敲
technician	n.技術人員，技師
technological	a.技術(學)的，工藝(學)的
telegram	n.電報
telegraph	n.電報
telescope	n.(單筒)望遠鏡
tendency	n.傾向；癖性；趨勢，潮流
tense	a.拉緊的，繃緊的
tension	n.拉緊，繃緊[U]；(精神上的)緊張[U]
terrify	vt.vi.使害怕，使恐怖
terror	n.恐怖，驚駭[U]；
theme	n.論題，話題；主題，主題思想
thorough	a.徹底的；完全的
thoughtful	a.深思的；細心的；體貼的
timid	a.膽小的，易受驚的
tiresome	a.使人疲勞的；令人厭倦的
tolerable	a. 可忍受的；可容忍的
tolerance	n.寬容，寬大[U]；忍耐(力)
tolerate	vt.vi.忍受；容忍
tolerant	a.忍受的，容忍的
tomb	n.墓；墓碑
tough	a. 堅韌的；強壯的；棘手的，費勁的
tragedy	n.悲劇體裁[U]；(一齣)悲劇[C]
tragic	a.悲劇的；悲慘的，不幸的
transfer	vt.vi.轉換；換車；轉校
transform	vt.vi.(使)改變；(使)改觀
translate	vt.vi.翻譯，轉譯
translation	n.翻譯[U]；譯文；譯本[C]
translator	n.翻譯員，翻譯者，翻譯家
transportation	n.運輸[U];運輸工具
tremendous	a.巨大的，極大的
triumph	n.(大)勝利；(大)成功[C]
troublesome	a.麻煩的，棘手的
tug-of-war	n.拔河(比賽)
twinkle	n.vi.(星等)閃爍；閃耀
typist	n.打字員；打字者
underpass	n.地下道；地下人行道
unique	a.唯一的，獨一無二的
universal	a.全體的；普遍的；一般的
university	n.大學
upload	vt.vi.【電腦】上傳
urban	a.城市的
urge	vt.vi.催促；力勸；慫恿
urgent	a.緊急的，急迫的
usage	n.使用，用法[U]
vain	a.愛虛榮的，自負的；徒然的，無益的
vast	a.廣闊的，廣大的，巨大的；巨額的
vegetarian	n.素食者；食草動物
verb	n.【文】動詞
very2	adv.非常，很 a.正是；恰好是
vessel	n.船，艦；容器，器皿；血管，脈管
vinegar	n.醋[U]
violate	vt.vi.違犯；違反；侵犯
violation	n.違反；違背[U]；違反行為[C]
virgin	"n.處女,未婚女子 a.處女的，貞潔的"
virtue	n.善，德[U]；美德，德行[C][U]
virus	n.病毒；濾過性病毒[C]
visual	a.視力的；視覺的；光學的
vital	a.生命的；維持生命所必需的
volcano	n.火山[C]
voluntary	a.自願的，志願的
volunteer	n.志願者，義工
vowel	n.【文】母音
voyage	n.航海，航行
walnut	n.胡桃；胡桃樹[C]
website	n.【電腦】網站
weekly	a.每週的；一週一次的
welfare	n.福利；幸福[U]
wit	n.機智；智慧[U]
witch	n.女巫，巫婆
wizard	n.男巫；術士
withdraw	vt.vi.抽回；收回；取回；提領(錢)
witness	n.目擊者；見證人 vt.目擊
wreck	n.(船等的)失事，遇難[U]；船難事故[C]
wrinkle	n.皺紋 vt.vi.(使)起皺紋
yearly	a.每年的，一年一次的
yogurt	n.酸奶酪；酵母乳 (yoghourt)
youthful	a.年輕的；青年的；富青春活力的
