word	meaning
gloom	黑暗；陰暗；昏暗[U]；【書】暗處；多陰的地方[C] 變陰暗，變陰沉；顯得悶悶不樂；感到沮喪[（+about/over）] 使暗；使陰沉；使憂鬱
goalkeeper	（足球等的）守門員
goodwill	善意，好心；友好，親善；樂意；自覺的努力
gorilla	大猩猩；（俚）暴徒，打手
gospel	（大寫）福音，基督教教義[U]；（大寫）福音書[the S] 福音的；傳播福音的；福音讚美詩的
grapefruit	葡萄柚（指植物或其果實）
graze	（牛，羊等）吃草；放牧 吃（田野）裡的草；在田野裡吃（草等）；用牧草餵；放牧 吃草；放牧；牧草
grease	動物脂；油脂；潤滑脂；羊毛所含的脂；未脫脂的羊毛 塗油脂於；用油脂潤滑；使油汙；【美】【俚】賄賂
groan	呻吟聲；哼聲；吱嘎聲 呻吟；發吱嘎聲 用呻吟表示；呻吟著說
growl	（狗等）嗥叫[（+at）]；（人）咆哮[（+at）] 咆哮著說[（+out）] 嗥叫（聲）；咆哮；轟鳴（聲）[C]
grumble	抱怨，發牢騷[（+at/about/over）]；咕噥；發哼聲；發轟隆聲 埋怨；對......表示不滿[（+out）] 怨言，牢騷[C]；轟隆聲[the S]
hacker	【電腦】熱心於使用電腦的人；【電腦】企圖不法侵入他人電腦系統的人
hail	向......歡呼；為......喝采；承認......為；擁立[（+as）] 招呼；招呼致意；（不用被動式）來自[（+from）] 歡呼；打招呼[C][U] （表示歡呼，祝賀等）好啊；歡迎
hamper	妨礙，阻礙；牽制；束縛 障礙物；束縛；【海】障礙船具
handicap	障礙，不利條件；（給強者不利條件或使弱者略佔優勢的）讓步賽 妨礙，使不利[H]；給（較強選手）設置不利條件
handicraft	手工藝，手藝[P1]；手工藝品[C]
harass(ment)	使煩惱，煩擾；不斷騷擾
harden	使變硬；使變堅固；使變得冷酷；使麻木 變硬；變堅固；變冷酷；變麻木
harmonica	口琴[C]
harness	馬具，挽具；挽具狀帶子；降落傘背帶；保險帶；安全帶 給......上挽具；套（馬）[（+to）]；治理，利用；控制，駕馭
haunt	（鬼魂等）常出沒於[H]；（思想，回憶等）縈繞在......心頭；使困擾[H] 常去的地方；（動物的）棲息地
headphone(s)	頭戴式耳機
healthful	有益於健康的；【喻】健康有益的
hearty	衷心的，熱誠的；健壯的，精力充沛的 （常用於水手）夥伴們，朋友們[P]
hedge	樹籬；籬笆；障礙（物）；界限 用樹籬笆圍住（或隔開）；圍住；設障礙於 修築樹籬；避免直接答覆
heighten	加高，增高；增加；提高 變高，升高；變強，變濃
hemisphere	（地球的）半球；半球體；半球上的國家（或居民）
heroic	英雄的，英勇的；記敘英雄及其事跡的，史詩的
heroin	海洛因
heterosexual	異性的 異性戀的人
hierarchy	等級制度；僧侶統治（集團）
hijack	劫持; 攔路搶劫
hoarse	（嗓音）嘶啞的；粗啞的；嗓音嘶啞的；嗓子粗啞的
homosexual	同性戀的 同性戀者
honorary	（學位等）名譽上的；（官職等）名譽職位的
hospitable	好客的，招待周到的；（氣候、環境等）宜人的；適宜的
hospitality	好客；殷勤招待；（對新思想等的）接受能力，理解力
hospitalize	使住院治療
hostel	旅舍（尤其指青年旅舍）
hover	（鳥等）盤旋；（直升機）停留在空中；徘徊；停留 盤旋；徘徊，猶豫[U]
humiliate	使蒙恥辱；羞辱；使丟臉
hunch	預感，直覺[+that]；隆肉；瘤；肉峰；厚片，大塊 使（背部）隆起，使成弓狀[（+up）] 向前移動；推進；隆起，彎成弓狀
hurdle	（賽馬或賽跑用的）欄；跳欄[C]；跨欄賽跑[P][J] 跨（欄）；克服（困難）
hybrid	（動植物的）雜種；混血兒；混合源物；合成物；混合詞 雜種的；混合而成的
hygiene	衛生；衛生學；保健法[U]
hypocrite	偽善者，偽君子[C]
iceberg	冰山；浮在海洋上的巨大冰塊；冷峻的人
illuminate	照亮；照射；用燈裝飾（房屋等）[（+with）] 照亮；用燈裝飾
imminent	（危險等）逼近的；即將發生的
imperative	必要的；緊急的；極重要的；命令式的；必須服從的；專橫的 必須履行的責任；必要的事；需要[C]；命令；規則[C]
imperial	帝國的；（常大寫）大英帝國的；皇帝（或女皇）的；最高（權力）的 （蓄於下脣下的小綹鬍鬚）皇帝髯[C]
implicit	不言明的；含蓄的；內含的；固有的[（+in）]
imposing	壯觀的；氣勢宏偉的；莊嚴的；給人深刻印象的；impose的動詞現在分詞、動名詞
imprison(ment)	監禁；關押；限制，束縛，禁錮
incline	傾斜；屈身；彎腰；點頭；心裡傾向，有意[Q][（+to/towards）][（+to-v）] 使傾斜；屈（身）；彎（腰）；低（頭）；使傾向於，使想要[H][?][O]
inclusive	包含的，包括的[（+of）]；包括一切費用在內的
incur	招致，惹起，帶來；遭受
indifference	漠不關心；冷淡；不感興趣[（+to/towards）]；不重要，無關緊要[（+to）]
indignant	憤怒的；憤慨的[（+at/about/over/with）]
induce	引誘；勸[?]；引起；導致
industrialize	使工業化 實現工業化
infectious	傳染的；傳染性的；有感染力的，易傳播的
infer	推斷，推論；猜想[（+from）][+（that）]；意味著；暗示；表明 作出推論
inflict	給予（打擊）；使遭受（損傷等）；強加；加以（處罰或判刑）
inhabit	居住於；棲息於；存在於；佔據
inhabitant	（某地區的）居民，居住者；（某地區、部位等）棲居的動物
injustice	非正義；不公正，不公平[U]；非正義（或不公正）的行為[C]
inland	內地的，內陸的；【英】國內的 內地，內陸[U] 在內地，在內陸；向內地，向內陸
innumerable	無數的；數不清的
inquire	訊問；查問；調查[+wh-] 詢問；調查[（+about/into）]
insistence	堅持；強調；竭力主張；堅決要求[U][（+on/upon）][+that]
instinctive	（出於）本能的；（出於）天性的；（來自）直覺的
intake	引入口；通風口；(水/空氣等的)入口；吸收；攝取
intellect	智力；理解力；思維能力[U][C]；非凡的才智，出眾的才華[U]
interpreter	口譯員，通譯員；解釋者
intersection	橫斷，交叉[U]；交叉點；道路交叉口；十字路口[C]
intervene	插進；介入；介於中間[（+between）]；干涉，干預；調停[（+in/between）]
intimacy	熟悉；親密；親近[U][S1][（+with）]；親昵的言語（或行為）[C][P1]
intimidate	威嚇；脅迫
intonation	語調；聲調[U][C]；抑揚之聲；吟誦[U]
intrigue	陰謀策劃[U]；陰謀，詭計；密謀[C] 耍陰謀，施詭計[（+with/against）]；私通[（+with）] 耍陰謀強使，施詭計取得；激起......的好奇心（或興趣）
intrude	侵入；闖入；侵擾，打擾 把......強加（在）[（+on/upon）]；把......硬擠（入）[（+into）]
intruder	侵入者；闖入者；干擾者[C]
invaluable	非常貴重的，無價的；無法估價的[（+for/to）]
invariably	不變地，一定地，總是
inventory	存貨清單；存貨盤存（報表）；財產目錄[C][U]；清單上開列的貨品；存貨[C][U] 編制（詳細目錄等）；把......登入目錄；盤存
ironic	冷嘲的，挖苦的；具有諷刺意味的；出乎意料的
irritable	易怒的，急躁的；煩躁的；【醫】過敏的
irritate	使惱怒；使煩躁；使過敏；使難受；使發炎；使疼痛 引起惱怒；引起不愉快
isle	島，小島[C]
itch	癢[S]；【醫】疥瘡[the S] 發癢；渴望，熱望[（+for）][+to-V] 使發癢；使煩惱；使惱怒
ivy	【植】常春藤[U]；類似常春藤的植物[C] 【美】（通常大寫）常春藤聯盟的；常春藤聯盟大學派頭的
jade	瘦馬；駑馬；【古】【貶】蕩婦；輕佻的姑娘 使疲倦不堪；使厭倦 變得疲倦不堪；厭倦
janitor	門警，看門人；（公寓、學校等處的）照管房屋的工友
jasmine	茉莉；茉莉花茶
jingle	（鈴、硬幣等金屬的）叮噹聲；音韻鏗鏘的詩 發出叮噹聲；作音韻鏗鏘的詩；重複同一韻（或聲音） 使發出叮噹聲
jockey	賽馬的騎師，騎士；【美】【俚】駕駛員；（機器等的）操作者 （在賽馬中）騎（馬）；欺騙；耍手段使[（+into/out of）] 充當賽馬騎師；耍手段圖謀[（+for）]
jolly	快活的，高興的；【口】令人愉快的，宜人的 【英】【口】非常，很 【口】用好話勸（某人）做......[（+into/out of）]；【口】用好話使高興[（+along）] 【口】開玩笑
joyous	快樂的；高興的
junction	連接，接合，匯合[C][U]；接合點；交叉點；（鐵路的）聯軌站；（河流的）匯合處[C]
kin	家族；親戚；同類[K][（+to）] 有親屬關係的；同類的；類似的[（+to）]
kindle	點燃；燃起；激起（熱情等）；煽動 著火，燃起；（人，感情等）激動起來
knowledgeable	有知識的，博學的；有見識的[（+on/about）]
lad	男孩，少年；青年男子，小伙子；【口】（表示親密的稱呼）傢伙，伙伴，老弟
landlady	女房東；（旅館，家庭公寓等的）女主人，女老板；女地主
landslide	山崩；滑坡；（選舉中的）壓倒性大勝利
latitude	緯度[U]；緯度地區[P]
lavish	非常慷慨的；浪費的，濫花的[（+of/with）]；極其豐富的；大量的；無節制的 揮霍，浪費；濫施[（+on）]
layman	（未受神職的）一般信徒；俗人；外行人，門外漢
layout	安排；設計；布局[C]；（書籍、廣告等的）版面設計，版面編排[C][U]
lease	租約，租契；租賃；租賃權 出租（土地等）[（+out）]；租得（土地等）[（+from）]；長期租用 出租
legislator	立法者，立法委員；國會議員[C]
lengthy	長的；冗長的；囉唆的
lesbian	女同性戀者 （女性間的）同性戀的
lessen	變小，變少；減輕 使變小，使變少；使減輕；【古】藐視；貶低
lethal	致命的；危險的；毀滅性的
liable	易患......的；易......的[（+to）][+to-v]；會......的；【美】【口】可能的[+to-v]
liberate	解放，使獲自由[（+from）]；【化】釋放
liberation	解放[（+from）]；解放運動
lieutenant	（美國）陸軍（或空軍，海軍陸戰隊）中尉，少尉；（英國）陸軍（或海軍陸戰隊）中尉；海軍上尉
lifelong	終身的，一輩子的[B]
lighten	變亮；發亮；打閃電 使光明，照亮；使變淡
limp	一瘸一拐地走，跛行；緩慢費力地前進 跛行[S]
liner	班輪；班機；畫線的人；畫線工具
linger	繼續逗留，徘徊[（+on）]；持續，緩慢消失[（+on）] 消磨，緩慢度過[（+away/out）]
lining	襯裡，內襯，內層[C]；襯裡布[U]；加襯，砌襯[U]
liter	（公制容量單位）公升
literacy	識字；讀寫能力；知識；能力
literal	照字面的；原義的；如實的，不誇張的
literate	能讀寫的；有文化修養的 能讀寫的人；有文化修養的人
livestock	（總稱）家畜
lizard	【動】蜥蜴；類蜥蜴爬行動物[C]
locker	（體育館等公共場所供個人用的）衣物櫃；【美】（冷藏貨棧出租的）冷藏格
lodge	（工廠，學校等的）守衛室；（公園等的）看守人的小屋；（會社等的）地方支部，集會所 供給......臨時宿處；租房間給......住；將......射入；刺進；打在[O][（+in）] 暫住，投宿，寄宿[Q]；停留；嵌入；卡住[Q][（+in）]
lofty	高聳的，極高的；崇高的，高尚的
logo	標識
lonesome	寂寞的；孤單的；人跡稀少的，荒涼的 【口】自己，本人[U]
longevity	長命，長壽；壽命
longitude	經度[U][C]
lotion	（化妝等用的）化妝水，塗劑，護膚液；外用藥水；洗滌劑
lottery	彩券，獎券，彩票；摸彩，抽籤[C]；運氣，難算計的事[S]
lotus	蓮花
loudspeaker	揚聲器，擴聲器，喇叭[C]
lucrative	賺錢的，有利可圖的
lullaby	催眠曲，搖籃曲[C] 唱搖籃曲使入睡；（以溫和的聲音）使安靜
lunar	月的；月球上的；按月球的運轉測定的；陰曆的
lure	誘惑物[C]；誘惑力，吸引力；魅力[the S][（+of）] 引誘，誘惑；以誘餌吸引[O]
lush	蒼翠繁茂的；多汁的；豐富的 酒；酒鬼；醉漢 【俚】喝酒 喝（酒）；向......灌酒
madam/ma'am	（對婦女的恭敬稱呼）夫人，太太，小姐；（大寫）（正式書信中對婦女的尊稱）女士
magnify	放大，擴大；誇張，誇大 放大，擴大；有放大能力
maiden	少女，處女；（賽馬中）未得過獎的馬 未婚的，少女的，處女的；初次的，新的
mainland	大陸，本土[the S] 大陸的，本土的[B]
majestic	雄偉的；威嚴的；崇高的
majesty	雄偉，壯麗；莊嚴[U]；（帝王的）威嚴；尊嚴[U]
manuscript	手寫的；原稿的 手寫本，手稿；打字稿；原稿[C]
maple	槭樹，楓樹[C]；槭樹木材，槭木[U]
mar	毀損；損傷；玷汙 汙點；缺點[C]
marginal	頁邊的，欄外的[B][Z]；邊緣的；邊境的
martial	戰爭的；軍事的；軍隊的；好戰的；尚武的
marvel	令人驚奇的事物（或人物）[（+of）] 對......感到驚異[Y][+that][+wh-] 感到驚訝；感到好奇[（+at）]
mastery	支配，統治；優勢，優勝
mediate	調停解決；傳達 調解；斡旋；居中 間接的；居間的
medieval	中世紀的；中古風的；老式的；守舊的
meditate	沉思，深思熟慮[（+on/upon）] 計畫；打算；企圖[+v-ing]；【罕】思考；研究
meditation	沉思，默想；冥想[U][P1]；【宗】默念，默想[U][P1]
melancholy	憂鬱；憂思，愁思 憂鬱的，鬱悶的；令人沮喪的；可悲的
mentality	智力，精神性[U]；心理狀態，心性[C][U]
merchandise	商品，貨物[U] 買賣，經營；促進......的銷售，推銷 經商
mermaid	美人魚；【美】女子游泳健將
migrant	移居（尤指移出國境）的；流浪的 移民；移居者；候鳥
mimic	（透過學樣）戲弄；模仿，學......的樣子；照樣子畫 善於模仿的人；能模仿人的動物；滑稽劇演員，小丑 模仿的；好模仿的；模擬的；非真的，假裝的
mingle	使混合，使相混[（+with/together）] 混合起來，相混合；交往，往來[（+with/in）]
miraculous	神奇的；超自然的；奇蹟般的；驚人的
miscellaneous	混雜的，五花八門的；各種各樣的；多才多藝的
mischievous	惡作劇的；調皮的，淘氣的；有害的；惡意傷人的
mistress	女主人，主婦；女名家，女能手
mobilize	動員；調動；使流通；使鬆動 動員起來
modernization	現代化；現代化的事物[U][C]
modernize	使現代化 現代化
momentum	【物】動量，衝量[U][C]；氣勢，衝力[U]
monarch	君主；最高統治者
monetary	金融的；財政的；貨幣的；幣制的
monotony	（聲音等的）單調；無變化，千篇一律[U]
monstrous	怪異的；似怪物的；醜陋的；可怕的，毛骨悚然的 【古】【方】非常，很
moody	心情不穩的，喜怒無常的；悶悶不樂的，鬱鬱寡歡的
morale	士氣，鬥志；道德；品行
mortal	會死的；死的；臨死的；人的，凡人的[B] 人，凡人[C][P1]
motherhood	母性；母親的身分
motto	座右銘；格言；訓言；（書籍扉頁上或章節前引用的）警句；題詞
mound	土墩；土石堆；土堤；墳堆，塚 【古】築牆防衛；堆起 積成堆
mourn	哀痛，哀悼[（+for/over）]；服喪 為......哀痛；向......誌哀；悲哀地說
mournful	憂傷的；悲切的；淒慘的；悲觀的，意氣消沉的
mow	（用鐮刀等）刈（草等）；刈（草坪等）上的草 刈草（或麥等）
muse	沉思，冥想[（+about/on/upon/over）] 若有所思地說；沉思 【古】沉思，冥想[S]
mustache	髭，小鬍子；鬚狀物；（哺乳動物的）觸鬚
mute	沉默的；一時說不出話的；不用言語表達的；啞的，不會說話的 啞巴；【語】閉鎖音 消除（聲音），減輕（聲音）；使（顏色等）柔和
nag	使煩惱；跟......糾纏不休；不斷地找......的岔子[（+for/into）][OZ]；（問題等）困擾[（+into）][（+at）] 不斷嘮叨；責罵不休；（痛楚等）不斷引起苦惱 【口】好嘮叨的人（尤指女性）[C]
narrate	講（故事）；敘述；給（電影等）作旁白 講述，敘述；（給電影等）作旁白
narrator	解說員；敘述者，講述者
nationalism	民族主義；國家主義；民族獨立運動
navigate	航行於；飛行於；駕駛；操縱；導航；引導 航行，航空；駕駛船舶（或飛機等）；導航
navigation	航海；航空；航行；航海術；航行學；領航，導航
nearsighted	近視的；近視眼的；目光短淺的，短視的
nickel	【化】鎳[U]；【美】五分鎳幣[C] 鍍鎳於
nostril	鼻孔[C]
notable	值得注意的，顯著的[（+of）]；著名的，顯要的[（+for）] 名人；顯要人物[C][P1]
notorious	惡名昭彰的，聲名狼藉的[（+for）]
nourish(ment)	養育；滋養；施肥於
novice	新手，初學者[（+at）]；【宗】見習修士（或修女）
nucleus	【核】（原子）核；【生】細胞核
nude	裸的；與生俱有的；無裝飾的；無毛的 裸體畫像；裸體者；裸體
nurture	營養物，食物；養育，教養，培育 養育，培育，教養；給......營養，培植
oasis	（沙漠中的）綠洲；【喻】（困境中的）令人寬慰的事物或處所
oath	誓言，誓約；宣誓[+（that）]；詛咒；詛咒語
oatmeal	燕麥粉，燕麥片；燕麥粥
oblige	使不得不，迫使[H][?]；施恩於；答應......的請求 施恩惠，幫忙
obsess	迷住，使著迷；纏住；使窘困，使煩擾
obstinate	頑固的，固執的；頑強的，不屈服的
occurrence	發生；出現[U]；事件；事變[C]
octopus	章魚；像章魚般觸角伸向四處的事物
odor	氣味；香氣；臭氣[C]；意味[C]
offshore	近岸的；近海的；離岸的；向海的 離岸；向海面
offspring	子女；子孫；後代；（動物的）幼獸；（植物的）幼苗
operative	操作的；運行著的；從事生產勞動的 技工，工人；偵探，間諜
oppress	壓迫；壓制；使（心情）沉重；使煩惱，折磨[H][（+by/with）]
oppression	壓迫，壓制[U][C]；壓抑；沉悶[U]
ordeal	嚴峻考驗；苦難，折磨[C][S1]；神裁法（古條頓族施行的判罪法，如將嫌疑犯的手浸入沸水中，受神主宰，手無損，則無罪）[U]
orderly	整齊的；有條理的；愛整潔的 （醫院的）勤務員，護理員；勤務兵；傳令兵 按順序地，挨次地；整齊地，有條理地
organizer	組織者；（工會等的）組織幹部
orient	【文】東方[the S]；（大寫）亞洲；東方（國家）[the S] 【文】東方的；【文】（太陽）正在升起的
oriental	（大寫）東方的；亞洲的；東方人的；東方文化的；東的，東部的 （大寫）東方人，亞洲人[C]
originate	發源；來自；產生[Q][（+in/from/with）] 引起；創始；發明；創作
ornament	裝飾品[C]；裝飾，修飾[U] 裝飾；美化[（+with）]
orphanage	孤兒院；孤兒身分；（總稱）孤兒
orthodox	正統的；傳統的，習俗的；通常的；（大寫）【宗】東正教（會）的[Z]
ounce	盎司，英兩（常衡= 1/16磅；金衡及藥衡= 1/12磅）[C]；流量啢，液盎司（= 1/16品脫）[C]
outbreak	爆發[（+of）]；暴動
outgoing	外出的；出發的；即將離職的 出發；出外；（常複數）開支；費用
outing	遠足；郊遊；短途旅遊；體育比賽；劃船練習；跑馬練習
outlaw	歹徒，罪犯，亡命之徒；被剝奪法律保護者；被放逐者 宣布......為不合法；剝奪......的法律保護；使在法律上失效；禁止，限制
outlook	觀點，看法[（+on）]；展望，前景[（+for）] 比......好看；用目光壓倒（對方） 朝外看
outnumber	數量上超過
outrage	惡行，暴行[C][（+on/upon）]；嚴重的不道德行為；不法行為[C][（+against/on/upon）] 激起......的義憤，激怒；對......施暴行
outrageous	可憎的；可恥的；粗暴的；無法無天的
outright	全部地；徹底地；無保留地；公然 全部的；徹底的；無保留的；直率的；公開的
outset	最初，開始，開端[the S]
outskirts	（複數）郊外；郊區；outskirt的名詞複數
outward	向外的；往外去的；外面的 向外；出海，出港；顯而易見地 外面；外表
outward/outwards	向外；出海，出港；顯而易見地
overdo	把......做得過分；使過於疲勞 做得過分；表演過火
overflow	泛濫；滿（或多）得溢出；充滿；洋溢[（+with）] 使漲滿；從......中溢出；淹沒；多得使無法容納；擠出[（+into/onto）]
overhear	偶然聽到，無意中聽到；偷聽[?][?] 無意中聽到；偷聽到
overlap	與......部分重疊；與......部分同時發生；與......部分相同 部分重疊；部分同時發生；部分相同
overwork	使工作過度，使過分勞累；過度使用；把......做過頭 工作過度
oyster	【動】牡蠣；蠔；【口】沉默寡言的人；嘴緊的人
ozone	臭氧；【口】新鮮的空氣
packet	小包（裹）；小捆；小袋[C][（+of）]；郵船；定期船[C] 把......打成小包，把......包起來
paddle	（短而闊的）槳；槳狀物；（攪拌混合用的）攪棒；（桌球的）球拍 用槳划（船）；划船運送 划槳行進；蕩槳；用槳輪推進行船
paperback	平裝本[C] （書）紙面裝訂的，平裝（本）的
paradox	似非而可能正確的議論[C][U]；自相矛盾的議論[C][U]
paralyze	使麻痺；使癱瘓；使全面停頓；使無力，使不能活動；使氣餒；使驚呆
parliament	議會，國會；（大寫）（英國，加拿大等的）國會
pastime	消遣；娛樂[C]
patriot	愛國者[C]
patriotic	愛國的
peacock	雄孔雀；孔雀；愛炫耀的人，愛虛榮的人 炫耀；（孔雀般）神氣活現地走
pebble	小卵石[C]；水晶[U] 用卵石鋪（走道等）；用卵石連續扔
peek	偷看，窺視[（+at/in/out）] 偷偷一看；一瞥
pending	懸而未決的；未定的；待定的；迫近的 在......期間；直到......時為止
peninsula	半島[C]
perch	（鳥類的）棲息處，棲木；（位置較高的）休息處；高處 （鳥）飛落，棲息；（在較高處）暫歇 使飛落，使暫棲[O][（+on）]；把......置於（較高或較險處）[O][（+on）]
peril	（嚴重的）危險[U]；危險的事物[C] 使有危險，使臨險境；危及
perish	消滅；死去；暴卒；枯萎；腐爛 毀壞；使死去；使困頓；使麻木
permissible	可允許的
persevere	堅持不懈；不屈不撓[（+at/in/with）]；（在辯論中）固執己見
persistence	堅持；固執；持續；持久
persistent	堅持不懈的；固執的；持續的，持久的
petrol	汽油
petroleum	石油[U]
pharmacist	製藥者；藥劑師；藥商
pharmacy	藥局，藥房，藥店，藥品部；配藥學
pianist	鋼琴家；鋼琴演奏者[C]
pickpocket	扒手[C]
pilgrim	香客，朝聖者；（在國外的）旅行者；浪人
pimple	丘疹；面皰；疙瘩；粉刺；青春痘
pinch	捏，擰；夾痛，軋痛；掐掉（嫩枝等）；修剪[（+out/off/back）] 夾痛；擠痛；（向裡）擠壓，收縮[（+in）] 捏，擰；夾[C]；夾痛，擠痛[the S]
plague	瘟疫[C]；鼠疫[the S] 使染瘟疫；使受災禍
plantation	農園，大農場；造林地；人造林
playwright	劇作家[C]
plow	犁[C]；似犁的工具；除雪機，剷雪機[C] 犁，耕；用犁掘（畦），挖（溝，槽） 犁地，耕地；可犁，可耕
pneumonia	【醫】肺炎[U]
polar	北極的，南極的；極地的；極的；極性的；磁極的；電極的
ponder	仔細考慮；衡量[+v-ing][wh-]；反思，回想 沉思，默想；仔細考慮[（+on/upon/over）]
pony	矮種馬；小馬；小型的東西 【美】【俚】付清[（+up）]；【美】【俚】借助直譯文閱讀 【美】【俚】付清[（+up）]；【美】【俚】借助直譯文閱讀
populate	居住於[H]；移民於；殖民於
porter	（車站，機場等的）搬運工人，腳夫；【美】（臥餐車，特等車的）服務員
posture	姿勢，姿態[C][U]；情形，態勢[the S] 使擺出特定姿勢 擺出姿勢；裝模作樣，故作姿態
potent	強有力的；有權勢的；有影響的；（藥等）有效力的，有效能的
poultry	家禽[U][G]；家禽肉[U]
preach	【宗】布道；講（道）[+that]；鼓吹；反覆灌輸 講道；說教[（+to/about）]；鼓吹，宣揚 講道；說教；訓誡
precede	（順序，位置或時間上）處在......之前；（地位等）高於，優於 處在前面；領先
precedent	先例，前例；【律】判例[C]；慣例[U] 在前的，在先的，前面的[（+to）]
precision	精確（性）；精密（度）；準確（性）；確切（性）；清晰（性）；明確（性） 精確的；精密的
predecessor	前任；前輩；（被取代的）原有事物
prehistoric	有文字記載的歷史以前的，史前的；【口】非常古老的；完全過時的，舊式的
premiere	初次上演 初次上演；（戲劇的）女主角 初次的；首位的；女主角的
preside	擔任會議主席，主持[（+at/over）]；管轄；指揮[（+over）]
prestige	名望，聲望，威望[U]
preventive	預防的，防止的；防病的[Z] 預防法，預防措施；預防物；預防藥[C]
preview	預看；預先審查（或檢查）；預習；（戲劇等的）試演；（影片等的）試映；（展覽會等的）預展 預看；預先審查（或檢查）；預習；試演；試映；預展
priceless	貴重的，無價的；稀世之珍的；【口】極為有趣的；極為荒唐的
privatize	使私有（民營）化
probe	【醫】探針，探子；（對傷處等的）針探，探查 用探針（或探測器）探查，探測；刺探；徹底調查 用探針（或探測器）探查，探測[（+for）]；查究；調查[（+for/into）]
procession	一（長）列，一（長）排[C][（+of）]；（人或車輛等的）行列，隊伍[C] 列隊行進 沿著（街道）行進
proficiency	精通；熟練
prohibition	禁止；被禁[U][C][（+of/against）]；禁令[C][（+of/against）]
propel	推進，推；推動；驅策，激勵
prose	散文；散文體[U][S1]；平凡；單調；無聊[U] 寫散文；乏味地講話（或寫作）[（+about）] 把（詩等）改寫成散文 散文的；用散文寫的；平凡的；乏味的；無想像力的
prosecute	對......起訴；告發；依法進行[（+for）]；徹底進行；執行 起訴；告發[（+for）]；作檢察官
prospective	預期的，盼望中的；未來的；即將發生的[Z][B]
prototype	原型；標準；模範
proverb	諺語，俗語，常言[C]；眾所周知的人（或事）[C]
provincial	省的[Z][B]；外省的，外地的[Z][B] 地方居民；外省人；鄉下人；興趣（或眼界）狹窄的人；粗野的人
provisional	臨時的，暫時性的，暫定的 【美】（正式郵票發行前的）臨時郵票[C]
psychiatry	精神病治療；精神病學
psychic	精神的；心靈的；超自然的 靈媒，巫師
psychotherapy	精神療法；心理療法
publicize	宣傳；公布；廣告
puff	一陣陣地吹（或噴）；噴著煙移動[Q][（+away/out）] 一陣陣地吹（或噴）（空氣，塵土等）；噴著煙行（路） （一）吹，（一）噴[C]；一陣，一股[C][（+of）]
punctual	嚴守時刻的；準時的[（+for/in）]；（表達方式等）正確的；精確的
purify	使純淨，淨化；使純粹；提純，精鍊 變純淨；變純潔；變純粹
purity	純淨，清潔；純潔，清白；貞潔
quake	顫抖，哆嗦[（+at/with/for）]；震動；搖晃 顫抖，哆嗦；地震；震動，搖晃
qualification	賦予（或取得）資格[U]；資格，能力[P][（+for）][+to-v]
radiant	光芒四射的；明亮照耀的[B]；容光煥發的；（面容，目光）洋溢著幸福的[（+with）] 發光（或發熱）的物體，光點；（電爐等的）白熾部分
radiate	（光、熱等）散發，輻射；（感情等）流露，顯出 發射（光、熱等）；散發，傳播 有射線的；具輻射部的；輻射狀的；【植】【動】輻射狀的；輻射對稱的
radioactive	放射性的
radish	蘿蔔；小蘿蔔[C]
radius	半徑；半徑距離；半徑範圍[C][the S][（+of）]；周圍，範圍[the S][（+of）]
rap	叩擊（聲）；敲擊（聲）；拍擊（聲）[（+on/at）]；饒舌音樂，饒舌歌曲 叩擊；敲擊；拍擊；厲聲地說[（+out）] 敲擊；拍擊[（+on/at）]
rash	草率從事的，輕率的；急躁的，魯莽的
ratify	（正式）批准；認可
realization	領悟；認識；真實；現實；體現
reap	收割（莊稼）；收割（田地）裡的莊稼；收穫；獲得，得到 收割；收穫；遭到報應；得到報償
reckless	不注意的，不在乎的；魯莽的，不顧後果的[（+of）]
reckon	計算，數；測算，測量 計算，數；估計；判斷
reconcile	使和解，使和好[（+with）]；調停，調解
recreational	消遣的；娛樂的；休養的
redundancy	過多，多餘，冗餘，重複[U]；多餘物，多餘量；冗語，贅詞[C]
reef	【海】縮帆部，疊帆部[C] 縮（帆），疊捲（帆）；縮（桅）；收進（舟首斜桁等）
referee	（籃球、足球、拳擊等的）裁判，裁判員；仲裁人，調停人 為......擔任裁判；仲裁，調停；審閱，鑑定 擔任裁判；仲裁，調停；審閱，鑑定
referendum	公民投票；（外交使節致本國政府的）請示書
refine(ment)	提煉，精鍊；精製；提去（雜質等）[（+out/away）]
reflective	反射的；反照的；思考的，沉思的
refresh(ment)	使清新，使清涼；消除......疲勞，使重新提起精神 吃點心，喝飲料；恢復精神，重新振作
refreshment(s)	精力恢復；心曠神怡[U]；起提神作用的東西（如食物、休息等）[C][U]
refute	駁斥，反駁，駁倒
rehabilitate	（使）復興；（使）恢復原狀；（使）復權；（使）復職
rehearse	排練，排演；給......排練 排練，排演；練習；演習
reign	統治；支配[U]；在位期間，統治時期[C] 君臨；統治[（+over）]；支配；盛行，佔優勢
rejoice	欣喜，高興[（+at/over）][+to-v][+that]；慶祝，歡樂 使高興，使欣喜
relay	接替；接替人員；替換的馬（或獵狗等）[C]；接力賽跑；接力賽中的一程[C] 分程傳遞；轉達；轉播；給......換班；使得到替換（或補充） 分程傳遞；轉達；轉播
relentless	殘酷的，無情的；不間斷的，持續的；堅韌的，不懈的
reliance	信賴，信任；信心[U][（+on/upon/in）]；依賴，依靠[U][（+on/upon）]
reliant	依賴的；依靠的；有信心的
